"OID_","POINT_X","POINT_Y"
,98.968785,36.747692
,99.329230,36.688039
,99.291006,36.649397
,99.652559,37.222804
,99.851663,36.744848
,99.195506,36.589395
,99.366510,36.774474
,99.590957,37.476343
,100.595515,37.448240
,99.346726,36.676914
,100.447586,37.378330
,99.947609,36.489896
,98.967835,36.561653
,100.627079,37.198170
,99.151457,37.283768
,99.486393,36.652263
,99.206537,36.537713
,99.390410,36.687800
,100.521870,37.148833
,100.174780,37.273067
,99.793162,37.084965
,99.281306,36.530509
,100.788394,37.152638
,100.163814,37.546736
,99.081421,36.924158
,100.243329,37.509116
,100.184445,37.450425
,99.783501,37.386224
,99.014362,37.073511
,100.531621,37.450929
,99.583375,36.624218
,100.640821,37.074741
,100.269476,37.213879
,99.270067,36.883544
,100.365414,37.144500
,99.105355,37.295101
,98.828918,36.937382
,98.859105,36.698825
,100.443556,37.160251
,99.409232,37.527619
,99.840363,37.041238
,100.484804,37.326052
,100.714163,36.827895
,99.900043,37.486101
,100.182639,37.489685
,99.349086,37.130591
,99.825788,37.585561
,99.254969,36.593787
,98.798760,37.178364
,100.059637,37.461857
,99.175638,36.996616
,99.014663,36.667637
,99.771964,37.314108
,98.970137,37.350944
,100.079945,36.602850
,99.217132,37.273100
,99.854936,37.275284
,100.671113,36.958822
,98.838445,37.041963
,99.713156,37.026579
,99.647308,37.383525
,99.043688,37.305109
,99.233348,37.002427
,99.320460,37.376805
,100.279782,37.315040
,98.867439,36.793575
,99.342222,37.092114
,99.848295,37.507300
,98.998877,37.059228
,99.541828,37.480671
,99.385789,37.081533
,99.203735,36.811474
,99.227776,36.894972
,99.329365,37.509649
,98.862364,36.983160
,100.281473,37.222744
,100.692064,37.347998
,99.793070,37.360821
,99.844541,37.034155
,100.488428,37.151067
,100.453012,37.213251
,99.777768,36.511346
,100.766501,37.352157
,99.156227,36.708787
,98.982058,36.590033
,100.747454,37.131855
,99.521673,36.658046
,99.554950,36.851265
,99.731596,37.081199
,100.618717,37.048917
,99.780923,36.621247
,98.986061,36.972947
,98.870490,37.093209
,99.929278,36.519323
,99.059142,36.758224
,100.692775,37.211256
,99.184673,36.581332
,100.622167,37.021954
,99.342215,37.410553
,99.760363,36.557109
,99.997307,37.188960
,100.374027,36.676669
,99.658634,36.675477
,99.171009,37.394787
,100.447909,37.372740
,99.237736,37.205112
,99.233665,37.281910
,99.657735,37.559470
,99.025135,37.229255
,100.115860,37.495662
,100.716226,37.287993
,99.959599,37.469371
,100.194806,36.532849
,99.974633,37.585427
,99.563677,37.518187
,99.865223,37.198313
,98.999907,37.035570
,100.146006,36.495861
,99.833634,37.389575
,99.612307,36.686548
,100.011191,37.266655
,99.750470,37.483406
,99.597986,37.504615
,98.926825,37.386738
,100.656117,36.958101
,99.278866,37.110998
,100.180576,37.333193
,100.218233,36.556345
,100.699758,37.041651
,100.166503,37.182553
,100.176112,37.214237
,98.827023,36.930776
,100.019885,37.238749
,99.184173,36.967053
,99.962986,37.573023
,100.504604,37.372480
,100.527603,37.073039
,99.046017,36.690595
,99.016583,36.758012
,99.426827,36.907890
,100.179091,37.408355
,100.739378,37.195512
,99.429932,37.352274
,99.368762,36.897239
,99.304083,37.279815
,99.044289,36.697261
,100.203288,37.407333
,99.027581,37.416860
,99.395285,37.088867
,99.206101,36.849402
,99.506180,36.690861
,99.409107,36.534380
,99.615213,37.137845
,99.092193,36.880384
,100.745374,37.268689
,100.647705,37.067628
,99.490656,36.967378
,100.130140,36.646752
,100.609438,37.164112
,98.907211,36.849324
,100.059190,37.483679
,99.652779,37.401456
,100.349267,37.103337
,99.832566,36.624212
,100.252212,37.406182
,99.245032,36.772134
,98.885937,37.384114
,100.057220,37.297401
,99.997663,36.661783
,99.808318,37.586783
,99.383997,37.528758
,99.546715,37.341748
,99.470364,37.127092
,100.017103,37.477179
,100.496197,36.874830
,99.562827,36.587616
,99.467363,37.147089
,100.342001,37.497307
,99.192409,36.931728
,100.498245,36.925055
,99.673389,36.587099
,100.505166,36.978143
,100.491122,37.217188
,99.174138,37.211663
,100.275053,36.628112
,100.024865,37.453925
,99.954084,37.288988
,99.230878,36.627449
,100.159310,36.579333
,99.870778,36.553263
,98.980027,37.226772
,100.133445,37.279861
,99.257102,36.611601
,99.038765,36.876175
,99.259078,37.401477
,99.456711,37.296039
,99.807016,36.530029
,99.109029,36.826053
,100.540073,37.316154
,99.470342,36.837915
,100.013185,36.503483
,100.455624,37.230478
,99.039155,36.634741
,100.207694,37.508551
,99.572136,36.904989
,99.998134,37.549054
,99.635998,36.747205
,98.966705,37.104701
,100.751863,36.872099
,99.200293,36.554699
,100.426747,36.590248
,99.491111,37.015770
,100.500659,37.134984
,99.383397,37.227731
,99.812630,36.517652
,99.679417,37.242178
,100.541109,37.260409
,99.583049,36.936540
,99.881419,37.202495
,99.840034,37.048917
,98.905051,36.884811
,100.105571,37.506336
,100.110508,37.491718
,99.854752,36.486884
,99.105767,37.316591
,99.146356,36.901241
,99.559515,37.094766
,99.628742,36.953177
,100.609437,37.146843
,100.001321,37.482020
,99.979194,36.627907
,99.829582,36.495531
,100.340352,37.152491
,99.708795,37.132039
,99.702624,36.786020
,99.413090,36.722101
,100.092423,37.498056
,99.558767,37.454451
,99.482813,36.509728
,99.716941,37.363580
,98.843960,37.328337
,99.047903,36.996508
,99.673071,37.357114
,100.804901,37.356913
,99.501271,37.423139
,99.222996,37.001159
,100.244100,37.396889
,100.325345,37.257076
,98.864063,36.833613
,99.661114,36.902934
,99.841894,37.563667
,99.252874,36.694946
,99.493338,36.639516
,99.361799,36.949643
,99.043036,37.075150
,98.895537,37.301596
,100.221236,37.429360
,100.206556,36.510941
,99.518805,36.487432
,99.676506,36.907388
,99.366489,36.721370
,99.002867,36.754335
,99.210714,36.752324
,99.804335,37.414610
,100.521673,36.840643
,99.889965,36.503005
,99.438478,37.018245
,100.728151,36.978523
,99.776647,36.721219
,100.645700,37.102364
,100.129274,36.576449
,99.070865,37.423953
,100.351079,37.098655
,99.765766,36.803994
,99.906386,36.969281
,100.347826,37.280863
,100.516898,37.351607
,99.825242,37.414880
,99.450798,36.608268
,100.655886,37.398638
,100.110048,37.411247
,99.386239,36.801810
,99.693611,36.512599
,100.726874,37.045725
,99.839047,37.173615
,100.569423,37.091383
,99.983260,36.623055
,99.765288,36.852756
,100.026661,36.605599
,98.941375,36.629059
,100.663039,37.221677
,100.113442,37.404933
,100.427969,36.590181
,99.540669,36.499604
,100.618383,37.120357
,99.612650,36.496711
,99.870579,37.208949
,99.798543,36.722904
,100.772952,37.067879
,99.618509,37.562243
,99.562856,37.184350
,99.862290,36.581844
,99.165809,36.602389
,100.719337,37.073169
,100.209631,37.206973
,99.429789,36.866342
,100.595655,37.154424
,99.930898,36.539973
,98.958339,37.379678
,99.835732,36.632539
,99.293288,37.487112
,99.392057,36.955827
,99.509678,36.713138
,98.828073,37.262826
,99.153396,36.979832
,99.659773,37.362882
,99.389582,37.348608
,99.822488,36.559091
,100.149218,37.460190
,99.673528,36.820726
,100.726812,37.296819
,98.953668,36.697916
,100.776520,37.167269
,99.582699,36.880411
,98.854826,36.780264
,100.211439,37.294797
,99.010454,36.793785
,100.304194,37.279878
,99.409062,36.729379
,99.823658,37.289166
,99.133839,36.513688
,99.555138,37.368994
,100.479973,37.000020
,99.774381,37.583777
,100.179922,36.518517
,100.657528,37.211927
,99.925825,36.534322
,99.952725,36.589240
,99.181251,36.769407
,100.255578,37.305488
,99.427457,36.919312
,99.275820,36.799900
,100.506009,36.883694
,99.768670,37.136355
