"OID_","POINT_X","POINT_Y"
,99.497774,36.948612
,99.449903,37.411275
,99.339450,37.311206
,99.257618,37.076338
,99.260415,36.677764
,98.929570,36.835176
,99.816425,37.293085
,100.421899,37.406033
,99.489881,37.077447
,99.533306,37.059767
,99.508523,36.776618
,99.313952,36.483246
,99.632058,37.372115
,99.274990,36.724084
,100.564099,36.590592
,100.509844,37.182926
,100.133528,36.605662
,100.530011,37.344636
,100.426290,37.343998
,99.709455,36.582974
,99.442261,36.761048
,99.590036,36.479627
,99.453657,37.419886
,98.817899,37.224889
,98.898046,36.788995
,100.488788,37.018061
,100.168877,36.571797
,100.544286,36.981864
,100.761107,37.279133
,99.898595,36.332664
,98.822375,36.792618
,99.811831,37.021671
,99.620274,37.558717
,99.006706,37.263362
,99.558538,37.011629
,99.914469,37.417386
,99.787478,37.347289
,100.198443,36.658147
,99.483007,36.446339
,99.900220,36.745575
,99.490523,36.651026
,99.423896,37.324183
,100.189270,36.608848
,98.924721,36.757454
,98.858659,37.340255
,99.639570,37.030224
,99.425144,36.596213
,100.364923,36.611019
,100.075472,37.278181
,100.138204,37.543683
,99.526357,37.503068
,99.580755,36.584286
,99.740664,37.547132
,99.624751,36.577598
,100.554181,37.277795
,99.305495,36.540023
,100.269603,37.264262
,99.829433,36.970021
,100.595316,37.072825
,100.508127,37.252934
,99.138346,36.896881
,100.341212,37.257545
,99.724583,36.389600
,99.207820,36.988198
,100.550478,37.209145
,100.169084,37.253048
,100.616860,36.825538
,99.460869,37.089294
,100.607276,37.270816
,99.553457,37.465914
,99.142784,37.470883
,100.375160,37.484088
,99.621794,36.522109
,99.408261,36.664761
,100.160630,37.471748
,100.161563,36.488779
,99.727662,37.171510
,100.180886,36.570369
,99.733280,36.920024
,100.512533,36.882672
,98.879406,37.147734
,99.925790,36.470083
,99.535883,36.648117
,100.536187,37.103938
,99.699552,36.722242
,99.896158,36.378867
,99.358458,37.402969
,99.169809,36.482291
,100.369390,36.505231
,99.611599,36.650042
,98.943955,36.841971
,100.464299,37.064648
,99.084680,37.415709
,99.277998,37.319048
,99.590436,37.449059
,99.118800,36.936853
,98.853341,37.278270
,100.677009,36.947431
,100.574391,36.867080
,100.498081,37.104687
,99.712204,36.546936
,99.721948,36.404962
,99.043064,36.948863
,99.716360,37.544943
,100.596818,37.115717
,100.782288,36.965562
,99.426360,36.840554
,98.864051,36.542351
,99.116823,36.514931
,99.854184,36.973438
,99.826373,37.362630
,99.327894,36.948171
,99.013942,36.583991
,99.474143,36.810057
,99.951718,36.600135
,100.408920,36.638475
,99.633926,36.721694
,99.744016,37.556101
,100.333113,36.649049
,99.660490,36.705442
,99.461078,36.585496
,99.239028,36.887758
,99.913171,36.558255
,100.362238,37.087430
,99.780545,36.724602
,100.294679,36.686586
,99.076050,37.308855
,99.941368,37.346409
,99.740490,36.513081
,100.196178,37.170647
,99.228049,37.388035
,99.639624,36.998915
